date,ANZ.AX,CBA.AX,MQG.AX,NAB.AX,RIO.AX,WOW.AX
2020-04-02,11.9311714172,50.9091911316,72.7998886108,12.3910369873,69.2574691772,26.3325061798
2020-04-03,11.6652135849,49.9698143005,69.6914672852,12.0967493057,70.4698944092,26.1337432861
2020-04-06,12.2192926407,51.9316940308,76.0571060181,12.75502491,71.618888855,27.3484096527
2020-04-07,12.0567588806,51.4329109192,76.429145813,12.4917154312,71.8328552246,26.5754413605
2020-04-08,11.4657449722,49.7204208374,76.7928848267,11.8876504898,70.7313766479,25.7509384155
2020-04-09,12.2192926407,51.3414611816,82.2574310303,12.4529924393,70.8343887329,25.8392791748
2020-04-14,12.3965950012,52.1644592285,84.1671142578,12.8092355728,71.975479126,26.6048870087
2020-04-15,12.4483098984,51.5991706848,83.4644165039,12.8866786957,71.1434326172,26.656419754
2020-04-16,12.2488431931,50.925819397,81.8440704346,12.6078796387,70.1687774658,27.4146633148
2020-04-17,12.2340669632,50.759552002,83.009727478,12.6930675507,72.5143280029,27.5324497223
2020-04-20,11.9311714172,49.7786102295,82.8113174438,12.3910369873,70.4619522095,27.3263282776
2020-04-21,11.6725997925,48.7394790649,81.3480377197,12.1122398376,68.9880523682,26.509185791
2020-04-22,11.8351287842,49.2548904419,80.934677124,12.3135929108,67.4666213989,26.7153148651
2020-04-23,11.8277406693,48.9057388306,80.1575775146,12.1741943359,68.1481018066,26.5975246429
2020-04-24,11.8351287842,48.9472999573,78.545501709,12.2051725388,69.1544647217,26.4208469391
2020-04-27,11.5617837906,48.9472999573,81.8440704346,12.2051725388,68.9404983521,27.002412796
2020-04-28,11.5987224579,48.7228546143,80.8024139404,11.8644170761,67.9579162598,27.0907535553
2020-04-29,12.3079433441,50.767868042,82.7534484863,12.6156253815,67.7598114014,26.5239086151
2020-04-30,12.4852495193,52.1145782471,84.8698196411,13.1344985962,69.3446502686,26.3177814484
2020-05-01,11.6356611252,48.9140472412,80.1245193481,12.7245388031,65.4459381104,25.3607749939
2020-05-04,11.9311714172,49.7786102295,80.3807983398,12.9768228531,64.4237213135,25.9497032166
2020-05-05,12.1528015137,50.5849761963,82.8691940308,13.3946666718,65.5727310181,25.9938716888
2020-05-06,11.9681081772,50.1693267822,82.2160873413,13.0793113708,64.9704818726,25.8540019989
2020-05-07,11.7095394135,49.2631988525,82.2987594604,12.787610054,64.590133667,25.6994075775
2020-05-08,11.620885849,49.5458450317,86.9613952637,12.6772356033,65.7708435059,25.5448131561
2020-05-11,11.6799879074,49.9947509766,92.2109832764,12.5983963013,66.5553283691,25.574262619
2020-05-12,11.4509687424,49.6372871399,88.4660110474,12.2357397079,65.4538803101,25.7803859711
2020-05-13,11.4952936172,50.5849761963,87.9534301758,12.3303461075,66.3413696289,25.7951107025
2020-05-14,11.1923980713,48.9639320374,85.2831802368,12.0149927139,65.9768676758,25.7803859711
2020-05-15,11.4066410065,49.5458450317,86.8704528809,12.1884384155,67.6409378052,25.8834495544
2020-05-18,11.1776247025,48.9639320374,85.9620437622,11.9598045349,71.5555038452,25.9570636749
2020-05-19,11.4066410065,49.5874099731,88.9984664917,12.2120895386,74.8995056152,25.7656650543
2020-05-20,11.4583568573,49.9365577698,88.0311965942,12.2988119125,74.6142349243,25.5374526978
2020-05-21,11.3697042465,49.0886268616,87.4423980713,12.2357397079,73.8456039429,25.3902206421
2020-05-22,11.2515010834,48.7976722717,86.3153076172,12.0938301086,72.3717041016,25.1472892761
2020-05-25,11.517457962,49.0387496948,89.3012695312,12.4170675278,73.3067550659,25.4343891144
2020-05-26,12.2045164108,50.9673805237,91.437713623,13.1187314987,74.3289718628,26.0159568787
2020-05-27,13.253572464,53.4529914856,93.3218078613,14.1436319351,72.5222396851,25.5595359802
2020-05-28,13.8445920944,54.6417503357,94.8021774292,14.8137617111,74.1942520142,25.6037063599
2020-05-29,13.216632843,52.995765686,92.497505188,14.0411424637,74.0120010376,26.0159568787
2020-06-01,13.3348369598,53.120464325,92.9348983765,14.1515159607,77.0469665527,25.971786499
2020-06-02,13.3126764297,53.2285270691,95.3068389893,14.0963277817,76.840927124,26.1705474854
2020-06-03,13.9775686264,54.9576454163,97.6535568237,14.7428045273,77.197517395,26.560716629
2020-06-04,14.1918134689,56.2461776733,98.8395309448,14.9162521362,77.9740905762,26.9435195923
2020-06-05,14.6055231094,57.1356735229,99.2516784668,15.3577461243,78.1325836182,27.2821559906
2020-06-09,15.514216423,60.0202980042,104.6348266602,16.1382484436,80.3275909424,27.9299736023
2020-06-10,15.3369092941,59.5215187073,104.2983703613,15.8938493729,79.6223297119,27.8048343658
2020-06-11,14.383893013,56.8945960999,99.6301727295,15.0345096588,78.3386001587,27.0981140137
2020-06-12,13.9775686264,55.9635314941,97.2329940796,14.6560821533,77.5065689087,26.995054245
2020-06-15,13.6007966995,55.1156005859,95.2479629517,14.269774437,76.7616958618,26.3913993835
2020-06-16,14.2065906525,57.4349441528,101.2199020386,14.8610639572,78.8932952881,26.7079524994
2020-06-17,14.154873848,57.8505935669,101.7750167847,14.947783470200001,78.3465499878,27.201177597
2020-06-18,14.0957727432,57.3684387207,100.7488632202,14.8058757782,77.3480911255,26.9287986755
2020-06-19,13.851978302,57.0941047668,102.2208099365,14.7191553116,76.2941589355,26.9067115784
2020-06-22,14.0145082474,57.7259063721,101.4469833374,14.797990799,76.6269760132,26.9876880646
2020-06-23,14.0218963623,57.3850517273,102.2544555664,14.711268425,77.6967544556,26.7815666199
2020-06-24,13.9110794067,57.5596313477,102.2712783813,14.624546051,78.1959762573,26.5901641846
2020-06-25,13.482590675400001,56.237865448,98.5703659058,14.1199798584,76.9122467041,26.5459918976
2020-06-26,13.888915062,57.5845680237,100.2526168823,14.5062894821,78.4416275024,26.7889251709
2020-06-29,13.7116098404,57.0109786987,97.9311218262,14.2776613235,77.0786743164,26.7742042542
2020-06-30,13.7707138062,57.7092628479,99.7563476562,14.3643817902,77.6254425049,27.4441070557
2020-07-01,13.9480171204,58.0916671753,101.5563278198,14.6324310303,76.9835739136,27.1643695831
2020-07-02,14.2287492752,59.1058616638,102.5824890137,14.9004840851,77.5065689087,27.3704967499
2020-07-03,14.1770381927,59.4965858459,102.6329498291,14.7743396759,76.3813247681,27.8048343658
2020-07-06,14.1253261566,59.3718795776,104.1469802856,14.7428045273,75.6364517212,27.6649608612
2020-07-07,13.8963041306,59.2222480774,103.2890319824,14.4589862823,76.3020858765,27.8563613892
2020-07-08,13.6007966995,58.6569595337,102.3049240112,14.1751680374,75.7077865601,28.1361064911
2020-07-09,13.6598949432,58.5405731201,102.3385696411,14.2382392883,78.1880493164,28.128742218
2020-07-10,13.5195322037,58.7151527405,100.7656860352,14.0805606842,77.6492004395,28.3495864868
2020-07-13,13.7707138062,59.9538002014,102.7423019409,14.3249616623,79.1151809692,28.3348674774
2020-07-14,13.6081829071,59.6295890808,102.1955795288,14.269774437,80.2324829102,28.2759742737
2020-07-15,13.785490036,60.4608917236,104.1385498047,14.3328456879,83.1882171631,28.6440563202
2020-07-16,13.6598949432,60.3860816956,104.920791626,14.2461242676,82.0233688354,28.5630779266
2020-07-17,13.6451206207,60.3528251648,105.2908935547,14.269774437,82.5225906372,28.6072444916
2020-07-20,13.482590675400001,59.8457221985,104.6179962158,14.0411424637,83.291229248,28.6293296814
2020-07-21,13.8298130035,61.8741188049,107.5282592773,14.3959169388,84.0678024292,28.8796310425
2020-07-22,13.7485513687,61.624710083,106.6534957886,14.2776613235,82.7920150757,28.4526557922
2020-07-23,13.7411613464,61.3005142212,106.4936981201,14.372262001,81.9916610718,28.3054199219
2020-07-24,13.5121421814,60.5689735413,105.8039703369,14.1751680374,81.5558395386,28.4379253387
2020-07-27,13.4678192139,60.2613792419,106.4852676392,14.1515159607,81.5320663452,28.7029457092
2020-07-28,13.349612236,60.0286178589,104.7778091431,14.1120958328,82.4988098145,28.5557136536
2020-07-29,13.6303453445,60.6936531067,105.1226654053,14.3328456879,81.9362030029,28.5925216675
2020-07-30,13.5638561249,60.8682327271,105.9805984497,14.2855434418,82.8078536987,28.9458808899
2020-07-31,13.2683458328,59.1889915466,103.8694076538,13.9228849411,80.8267974854,28.47473526
2020-08-03,12.721657753,58.1332397461,102.6077270508,13.3552484512,81.6192321777,28.7397556305
2020-08-04,12.9359016418,59.4383964539,105.3413543701,13.512925148,83.2833175659,29.3875789642
2020-08-05,12.8989620209,59.6046524048,104.6684646606,13.3315954208,82.4037246704,28.8943538666
2020-08-06,13.0319414139,59.6129608154,105.0721893311,13.4340858459,85.3775253296,28.8280963898
2020-08-07,13.0614919662,59.4550209045,104.8703231812,13.3710136414,82.9092712402,28.6661396027
2020-08-10,13.4234905243,61.5000305176,106.3338699341,13.7652072906,82.4803619385,29.4759197235
2020-08-11,13.6598949432,62.0985641479,106.1572265625,14.0963277817,83.1844100952,29.5421714783
2020-08-12,13.9258537292,61.7992858887,106.7628555298,14.4116840363,82.0595474243,29.7262115479
2020-08-13,13.6968383789,60.2115058899,105.7787322998,14.1988220215,82.1485595703,29.7335777283
2020-08-14,13.8002643585,59.6545372009,106.1319961548,14.3643817902,81.8572387695,29.6452274323
2020-08-17,13.489979744,58.8232345581,106.5609664917,13.9938383102,81.6387252808,29.3434085846
2020-08-18,13.349612236,58.5904655457,107.343208313,13.8834667206,82.5370101929,29.593706131
2020-08-19,13.8002643585,59.8887176514,107.7301330566,14.1042137146,82.2780532837,29.8734436035
2020-08-20,13.6377344131,59.2311592102,108.9245071411,13.9544200897,81.9381561279,29.549533844
2020-08-21,13.5786323547,58.7000427246,107.1834030151,13.9149999619,81.5011520386,29.1372814178
2020-08-24,13.6385498047,58.1267814636,107.4357376099,13.8282794952,81.654914856,29.2918720245
2020-08-25,14.0804347992,59.3913269043,108.4703063965,14.4116840363,81.654914856,29.0342254639
2020-08-26,13.8857059479,58.7169113159,108.7899246216,14.1909360886,80.3519973755,28.9090690613
2020-08-27,13.7284240723,58.2279472351,108.4282531738,14.0332584381,81.02368927,29.7262115479
2020-08-28,13.7808551788,58.2448120117,107.8647079468,14.1357479095,79.2109222412,29.2771530151
2020-08-31,13.6909770966,57.5619659424,107.4104919434,14.1357479095,79.3080368042,29.3507728577
2020-09-01,13.3090085983,56.3058509827,105.6778030396,13.7179040909,78.88722229,28.5342788696
2020-09-02,13.5187158585,56.9971313477,107.4104919434,13.8913497925,80.1092147827,29.2885189056
2020-09-03,13.7583827972,57.4776573181,109.5132904053,14.1042137146,79.5589065552,29.5498962402
2020-09-04,13.3389673233,56.2552642822,106.1488342285,13.678486824,77.349609375,28.3849239349
2020-09-07,13.5786323547,56.7948074341,106.6198425293,13.8834667206,79.2594833374,28.0115375519
2020-09-08,13.7508955002,57.7389945984,107.7805938721,14.1120958328,80.3439025879,27.9069881439
2020-09-09,13.3389673233,56.3058509827,105.9805984497,13.7494382858,80.1820526123,27.4887905121
2020-09-10,13.2640705109,56.246837616,107.149772644,13.65483284,81.2907409668,27.518661499
2020-09-11,13.1292572021,55.4712562561,106.0647125244,13.5208072662,80.8132705688,27.4141139984
2020-09-14,13.2416009903,55.7831687927,101.1021118164,13.7179040909,83.9451446533,27.2498207092
2020-09-15,12.9944448471,54.8221206665,99.8320465088,13.5286912918,82.6503143311,27.1378097534
2020-09-16,12.9569959641,55.3869438171,100.6142730713,13.5208072662,83.176322937,27.4365196228
2020-09-17,12.9719753265,54.7968254089,100.6226959229,13.6390657425,80.3681869507,27.2423591614
2020-09-18,12.7847366333,54.2657241821,103.0871582031,13.631184577900001,81.3878479004,26.9212436676
2020-09-21,12.6199636459,53.5322875977,101.8927764893,13.4340858459,80.4410095215,27.0407276154
2020-09-22,12.3278713226,53.1697845459,100.9339141846,13.1187314987,78.4987716675,27.518661499
2020-09-23,12.6199636459,54.1814155579,102.8096008301,13.4971599579,78.9034118652,28.5641479492
2020-09-24,12.6349430084,54.1224021912,102.3890380859,13.5523462296,78.6525344849,28.2878417969
2020-09-25,13.4288415909,55.7494468689,102.3385696411,14.4826393127,79.3080368042,28.228099823
2020-09-28,13.2565793991,55.2099075317,102.3469848633,14.3643817902,78.1346054077,28.0190029144
2020-09-29,13.1667070389,54.8136787415,102.9694137573,14.2540054321,77.5438537598,27.8696479797
2020-09-30,12.8970804214,53.6250190735,100.5722351074,13.9938383102,76.3299407959,27.2050209045
2020-10-01,13.0244016647,53.9875183105,101.2787704468,14.0569095612,77.2039489746,27.2274188995
2020-10-02,12.792224884,53.717754364,100.176902771,13.7888584137,75.7472686768,27.2498207092
2020-10-05,13.3314771652,55.6314201355,103.1628646851,14.3407297134,77.446723938,27.7277603149
2020-10-06,13.3988809586,55.7663116455,103.7937011719,14.380147934,77.7056884766,27.6530838013
2020-10-07,13.713444709800001,56.9634132385,106.7544174194,14.6639642715,77.7461547852,28.2056980133
2020-10-08,13.8857059479,57.418636322,108.8656311035,14.7901086807,79.2756652832,28.3177146912
2020-10-09,13.9381351471,57.0814323425,109.1516113281,14.7349214554,78.9034118652,28.1982269287
2020-10-12,14.2152481079,57.8401565552,109.0170211792,14.9714355469,78.2074356079,28.332649231
2020-10-13,14.6047048569,58.4892807007,110.1609573364,15.2552547455,78.1346054077,28.7508411407
2020-10-14,14.454914093,57.8907432556,110.3375701904,15.0581588745,77.1473007202,28.9972782135
2020-10-15,14.4998512268,58.4049873352,111.5067443848,15.160651207,77.9080047607,29.2735805511
2020-10-16,14.4624042511,58.3712692261,112.9954910278,15.1527662277,77.2444152832,29.2735805511
2020-10-19,14.612197876,59.0203971863,114.4254074097,15.2946739197,77.3334350586,29.4229412079
2020-10-20,14.4698934555,58.2869682312,113.3824157715,15.1291131973,76.1761703491,29.2287807465
2020-10-21,14.6796035767,58.7337722778,114.501121521,15.3735122681,77.1230239868,28.8404579163
2020-10-22,14.6047048569,58.4471321106,114.4590454102,15.3025598526,77.8675460815,28.9151344299
2020-10-23,14.814414978,58.9276657104,114.5431518555,15.3971643448,77.2039489746,28.989812851
2020-10-26,14.7395191193,58.7674942017,114.7702636719,15.239490509,76.6050949097,29.0047492981
2020-10-27,14.6047048569,57.9581832886,113.6936416626,15.0502758026,74.6952285767,28.6462936401
2020-10-28,14.3500623703,57.7052726746,110.6487960815,14.8847122192,74.4038925171,29.1765022278
2020-10-29,14.0055398941,57.443939209,107.5282592773,14.6639642715,73.6108093262,28.9748744965
2020-10-30,14.0879249573,58.185798645,106.6114349365,14.6639642715,74.8004302979,28.4969406128
2020-11-02,14.4249582291,58.0593414307,107.1329269409,14.8374099731,74.8570785522,28.7732410431
2020-11-03,14.58223629,58.8602333069,110.0431900024,14.9004840851,76.7102966309,28.9823417664
2020-11-04,14.454914093,57.6715583801,111.7590560913,14.7428045273,75.04322052,28.7881813049
2020-11-05,14.58223629,58.7337722778,111.4057922363,15.2237215042,74.4119873047,29.2362480164
2020-11-06,14.6796035767,58.8349266052,113.929145813,15.4286975861,75.5854263306,29.0943584442
2020-11-09,14.6567239761,59.2733039856,114.7618637085,15.578494072,77.7623519897,29.4528121948
2020-11-10,15.3964252472,61.0352325439,117.0665130615,16.7610702515,77.236328125,28.1086139679
2020-11-11,15.8844738007,62.7212982178,119.4721069336,17.2025661469,78.6282653809,28.5641479492
2020-11-12,15.7090806961,61.600063324,118.6141738892,17.0267047882,78.0779647827,28.5641479492
2020-11-13,15.6938295364,61.6590690613,118.7403335571,16.9467658997,77.7623519897,28.4222621918
2020-11-16,16.1132488251,62.797164917,119.258354187,17.2585258484,79.1623764038,28.7359085083
2020-11-17,16.5631694794,63.5558815002,118.6214370728,17.4583683014,79.9554519653,28.5566806793
2020-11-18,16.7843151093,65.3768386841,118.1968231201,17.8180866241,79.4051513672,28.7359085083
2020-11-19,17.119846344,66.4896240234,117.2032165527,18.1458339691,80.0525512695,28.5044059753
2020-11-20,17.0359687805,67.4422454834,116.0652389526,18.1698112488,80.4814758301,28.4297294617
2020-11-23,16.9902114868,67.1050262451,118.638420105,18.1778049469,81.6468200684,28.280374527
2020-11-24,17.5163860321,68.4201660156,118.56199646,18.649438858,83.4595794678,28.302778244
2020-11-25,18.0425643921,69.4402236938,119.7763824463,19.2249908447,84.3902282715,28.302778244
2020-11-26,17.7299118042,68.3611526489,117.4240036011,18.7693462372,83.2410812378,28.1982269287
2020-11-27,17.6078968048,68.040802002,116.7616119385,18.6414451599,82.5451049805,28.0488739014
2020-11-30,17.2647361755,66.6582336426,117.763710022,18.2977142334,82.0595474243,27.6157436371
2020-12-01,17.4477558136,67.6530151367,119.0545425415,18.4176197052,83.3139038086,28.1160850525
2020-12-02,17.5621414185,67.5265579224,117.4834442139,18.3856449127,84.9648132324,28.2579708099
2020-12-03,17.5468921661,67.0713043213,117.7042694092,18.3616600037,90.7996139526,28.2579708099
2020-12-04,17.768037796,67.5939865112,120.4387969971,18.4895610809,91.6088867188,28.1683559418
2020-12-07,17.7985439301,68.0660858154,119.6999588013,18.5854911804,93.8586502075,28.7135028839
2020-12-08,17.8442955017,68.968132019,119.7678985596,18.6334495544,93.0817489624,29.467748642
2020-12-09,17.768037796,70.1230926514,118.6978759766,18.7373714447,93.4216461182,29.7141857147
2020-12-10,17.6689033508,70.047203064,118.1713256836,18.8173065186,93.3811645508,29.5050849915
2020-12-11,17.4935112,69.4570922852,117.2626647949,18.649438858,93.8748321533,29.0570163727
2020-12-14,17.6765289307,70.7469177246,117.024887085,18.8252983093,92.2077484131,29.2511787415
2020-12-15,17.5163860321,70.0303421021,116.7955932617,18.6894073486,90.977645874,29.1765022278
2020-12-16,17.752790451,70.6878967285,117.5513839722,18.8732681274,92.5557327271,29.4154720306
2020-12-17,17.9815597534,71.4213485718,120.2349853516,19.0651130676,94.2309036255,29.467748642
2020-12-18,17.7222862244,70.1062164307,117.160736084,18.6814155579,95.1129989624,29.86353302
2020-12-21,17.7756614685,69.9713363647,116.8974838257,18.6254577637,95.9789123535,29.7739257812
2020-12-22,17.4706344604,69.4823760986,116.5577926636,18.3296871185,93.3973617554,29.4229412079
2020-12-23,17.6155261993,70.1230926514,117.9420394897,18.3696556091,92.9441680908,29.7141857147
2020-12-24,17.5621414185,70.0977859497,118.9866027832,18.3856449127,93.3488082886,29.7739257812
2020-12-29,17.661277771,70.8227920532,119.3348083496,18.473575592,93.2921524048,29.661907196
2020-12-30,17.5926437378,70.4687042236,119.3093261719,18.4096279144,93.6967773438,29.7888584137
2020-12-31,17.3104915619,69.221031189,117.602355957,18.0658950806,92.1187286377,29.3557319641
2021-01-04,17.5697689056,70.6035995483,118.8931884766,18.3296871185,93.3568954468,29.8784713745
2021-01-05,17.5163860321,70.1652450562,118.1373825073,18.137840271,95.3234024048,29.9979553223
2021-01-06,17.3714962006,69.8870239258,115.3433837891,17.9140129089,93.6725006104,29.6096324921
2021-01-07,18.0273151398,71.3033218384,117.5768737793,18.4176197052,101.6923370361,30.020362854
2021-01-08,18.1798305511,72.1884918213,119.6999588013,18.6654281616,100.3570480347,30.274263382
2021-01-11,18.1874542236,71.7922744751,118.9016799927,18.5535125732,99.0541381836,29.8037948608
2021-01-12,18.3399734497,72.3992385864,117.8656158447,18.7533550262,98.2529525757,29.7963275909
2021-01-13,18.4238548279,72.4751434326,116.3115158081,18.7693462372,97.7107467651,29.3557319641
2021-01-14,18.75938797,72.7786178589,117.4495010376,19.0091571808,96.8367385864,29.6469764709
2021-01-15,18.8051395416,71.9777374268,116.6257324219,19.2969322205,97.532699585,29.5200176239
2021-01-18,18.5153636932,71.3791809082,116.0482330322,18.9052391052,96.1326675415,29.3557319641
2021-01-19,18.820394516,71.7501296997,117.8995895386,19.201007843,96.812461853,29.5200176239
2021-01-20,18.6526279449,71.1262817383,117.5683670044,19.1130752563,96.9500427246,29.5050849915
2021-01-21,18.8661499023,71.927154541,118.4261016846,19.4248352051,98.6332931519,30.1025085449
2021-01-22,18.7898921967,71.7332611084,116.4304046631,19.2809467316,96.5615921021,30.4385528564
2021-01-25,18.820394516,71.885017395,116.4134140015,19.2889385223,98.5442886353,30.7746067047
2021-01-27,18.7212581635,73.0062408447,115.1905136108,19.3608818054,94.7245635986,31.2674846649
2021-01-28,18.4696083069,71.7754135132,113.288230896,19.1210708618,92.0135116577,30.6177825928
2021-01-29,18.0806941986,70.4012756348,111.5897293091,18.8173065186,89.2700958252,30.5132293701
2021-02-01,18.3475990295,71.3876266479,112.2097015381,19.0331363678,90.0469970703,30.6551208496
2021-02-02,18.5687446594,72.9978027344,114.044052124,19.3768672943,93.0898361206,30.6177825928
2021-02-03,18.911901474,73.8408279419,114.7404174805,19.7525787354,92.0620651245,30.7895393372
2021-02-04,18.8966503143,73.39402771,114.3922348022,19.7445850372,92.4828872681,30.6103153229
2021-02-05,19.28556633,74.7260055542,114.2393722534,20.1682529449,91.7140808105,30.7671356201
2021-02-08,19.3694477081,74.7091522217,114.0100784302,20.3521080017,94.8459320068,31.1031894684
2021-02-09,19.0110378265,73.697517395,121.5597991943,20.0083789825,94.3361053467,30.6327171326
2021-02-10,18.942407608,72.6015930176,125.152053833,19.9684047699,95.0320739746,31.0135746002
2021-02-11,18.9805355072,73.385597229,124.1669464111,20.0243663788,96.0760345459,30.7297954559
2021-02-12,18.9271583557,73.2338485718,122.5279312134,19.9284381866,94.9673233032,30.6924610138
2021-02-15,19.2321853638,72.9978027344,123.4620895386,20.216211319,96.7072525024,30.8642177582
2021-02-16,19.4228305817,73.7012786865,124.8293533325,20.4320468903,99.5801467896,30.8567523956
2021-02-17,19.6897335052,72.3029174805,123.7083740234,20.4640197754,103.1571044922,29.4304084778
